species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year,bill_ratio,body_mass_kg
Chinstrap,Dream,49.0,19.5,210.0,3950.0,male,2008,2.5128205128205128,3.95
Chinstrap,Dream,46.2,17.5,187.0,3650.0,female,2008,2.64,3.65
Chinstrap,Dream,50.9,19.1,196.0,3550.0,male,2008,2.664921465968586,3.55
Chinstrap,Dream,45.5,17.0,196.0,3500.0,female,2008,2.676470588235294,3.5
Chinstrap,Dream,50.9,17.9,196.0,3675.0,female,2009,2.8435754189944134,3.675
Chinstrap,Dream,50.8,18.5,201.0,4450.0,male,2009,2.745945945945946,4.45
Chinstrap,Dream,50.1,17.9,190.0,3400.0,female,2009,2.7988826815642462,3.4
Chinstrap,Dream,49.0,19.6,212.0,4300.0,male,2009,2.5,4.3
Chinstrap,Dream,51.5,18.7,187.0,3250.0,male,2009,2.7540106951871657,3.25
Chinstrap,Dream,49.8,17.3,198.0,3675.0,female,2009,2.8786127167630053,3.675
Chinstrap,Dream,48.1,16.4,199.0,3325.0,female,2009,2.932926829268293,3.325
Chinstrap,Dream,51.4,19.0,201.0,3950.0,male,2009,2.705263157894737,3.95
Chinstrap,Dream,45.7,17.3,193.0,3600.0,female,2009,2.6416184971098264,3.6
Chinstrap,Dream,50.7,19.7,203.0,4050.0,male,2009,2.5736040609137056,4.05
Chinstrap,Dream,42.5,17.3,187.0,3350.0,female,2009,2.4566473988439306,3.35
Chinstrap,Dream,52.2,18.8,197.0,3450.0,male,2009,2.776595744680851,3.45
Chinstrap,Dream,45.2,16.6,191.0,3250.0,female,2009,2.7228915662650603,3.25
Chinstrap,Dream,49.3,19.9,203.0,4050.0,male,2009,2.477386934673367,4.05
Chinstrap,Dream,50.2,18.8,202.0,3800.0,male,2009,2.670212765957447,3.8
Chinstrap,Dream,45.6,19.4,194.0,3525.0,female,2009,2.350515463917526,3.525
Chinstrap,Dream,51.9,19.5,206.0,3950.0,male,2009,2.6615384615384614,3.95
Chinstrap,Dream,46.8,16.5,189.0,3650.0,female,2009,2.836363636363636,3.65
Chinstrap,Dream,45.7,17.0,195.0,3650.0,female,2009,2.6882352941176473,3.65
Chinstrap,Dream,55.8,19.8,207.0,4000.0,male,2009,2.818181818181818,4.0
Chinstrap,Dream,43.5,18.1,202.0,3400.0,female,2009,2.4033149171270716,3.4
Chinstrap,Dream,49.6,18.2,193.0,3775.0,male,2009,2.7252747252747254,3.775
Chinstrap,Dream,50.8,19.0,210.0,4100.0,male,2009,2.6736842105263157,4.1
Chinstrap,Dream,50.2,18.7,198.0,3775.0,female,2009,2.6844919786096257,3.775
